example_id,subset,pair_type,source_text,target_text,alternate_text,direct_distance,off_manifold_mean,geodesic_length,detour_ratio,dual_path_length,dual_detour_ratio,switch_count,midpoint_label,path_nearest_nodes
52,swap_atribute,incongruent,A person on skis is skiing down a snowy hill.,A person in a snowy outfit is skiing down a hill.,"On a snowy hill, a person on skis is skiing down.",0.5833790302276611,0.16204972464060827,0.5833790302276611,1.0,0.691878053739888,1.1048193186944477,1,source,"[240, 240, 240, 240, 240, 203, 203, 203, 203, 203, 203]"
167,swap_atribute,congruent,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Several individuals are swimming in the ocean with two empty chairs and an umbrella on the shore.,Two people are swimming in the ocean with several empty chairs and an umbrella on the beach.,0.3917008936405182,0.10880580668329662,0.3917008936405182,1.0,0.3790534736771916,1.0251722237153156,1,source,"[474, 474, 474, 474, 474, 472, 472, 472, 472, 472, 472]"
167,swap_atribute,incongruent,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Two people are swimming in the ocean with several empty chairs and an umbrella on the beach.,Several individuals are swimming in the ocean with two empty chairs and an umbrella on the shore.,0.49102169275283813,0.13639490647701052,0.49102169275283813,1.0,0.5536850135034423,1.0567332815694683,1,source,"[474, 474, 474, 474, 474, 474, 614, 614, 614, 614, 614]"
585,swap_atribute,congruent,Many people are sitting on two benches next to a light pole.,Many individuals are seated on two benches adjacent to a light pole.,Two people are sitting on many benches next to a light pole.,0.50724858045578,0.1409023846318172,0.50724858045578,1.0,0.5852167644136729,1.0635755248093561,1,target,"[453, 453, 453, 453, 453, 452, 452, 452, 452, 452, 452]"
585,swap_atribute,incongruent,Many people are sitting on two benches next to a light pole.,Two people are sitting on many benches next to a light pole.,Many individuals are seated on two benches adjacent to a light pole.,0.4996007978916168,0.13877799247225464,0.4996007978916168,1.0,0.5718804509994568,1.0604087264688877,1,target,"[453, 453, 453, 453, 453, 453, 613, 613, 613, 613, 613]"
65,swap_atribute,congruent,A person in yellow shirt and black shorts playing a game of tennis.,A person in a yellow shirt and black shorts is playing a game of tennis.,A person in black shirt and yellow shorts playing a game of tennis.,0.23309928178787231,0.06474980272655802,0.23309928178787231,1.0,0.13229031948986528,1.003464506270065,1,target,"[212, 212, 212, 212, 212, 205, 205, 205, 205, 205, 205]"
65,swap_atribute,incongruent,A person in yellow shirt and black shorts playing a game of tennis.,A person in black shirt and yellow shorts playing a game of tennis.,A person in a yellow shirt and black shorts is playing a game of tennis.,0.23762421309947968,0.06600672750061891,0.23762421309947968,1.0,0.1402605240508546,1.0036488755191078,1,target,"[212, 212, 212, 212, 212, 207, 207, 207, 207, 207, 207]"
190,swap_atribute,congruent,a kitchen with white appliances and brown cupboards,The kitchen has white appliances and brown cupboards.,a kitchen with brown appliances and white cupboards,0.3956622779369354,0.10990619065604233,0.3956622779369354,1.0,0.37901709531417194,1.0273696151888554,1,target,"[643, 643, 643, 643, 643, 531, 531, 531, 531, 531, 531]"
190,swap_atribute,incongruent,a kitchen with white appliances and brown cupboards,a kitchen with brown appliances and white cupboards,The kitchen has white appliances and brown cupboards.,0.21410341560840607,0.05947316997393432,0.21410341560840607,1.0,0.1183156258385621,1.002414103884245,1,target,"[643, 643, 643, 643, 643, 642, 642, 642, 642, 642, 642]"
174,swap_atribute,congruent,An upscale living area containing white and glass furniture with brown accents.,The upscale living area is furnished with white and glass furniture and has brown accents.,An upscale living area not containing brown and glass furniture with white accents.,0.39939218759536743,0.11094228149171682,0.39939218759536743,1.0,0.39282057079422206,1.0271957448403166,1,target,"[426, 426, 426, 426, 426, 426, 574, 574, 574, 574, 574]"
174,swap_atribute,incongruent,An upscale living area containing white and glass furniture with brown accents.,An upscale living area not containing brown and glass furniture with white accents.,The upscale living area is furnished with white and glass furniture and has brown accents.,0.43113675713539124,0.11976021643478828,0.43113675713539124,1.0,0.4485310779042504,1.0360787591524714,1,target,"[426, 426, 426, 426, 426, 426, 427, 427, 427, 427, 427]"
435,swap_atribute,congruent,A person holding onto a yellow frisbee while having long hair.,A person with long hair is holding onto a yellow frisbee.,A person holding onto a long frisbee while having yellow hair.,0.30433762073516846,0.08453822861222365,0.30433762073516846,1.0,0.22287485694001524,1.009495732393692,1,source,"[194, 194, 194, 194, 194, 194, 278, 278, 278, 278, 278]"
435,swap_atribute,incongruent,A person holding onto a yellow frisbee while having long hair.,A person holding onto a long frisbee while having yellow hair.,A person with long hair is holding onto a yellow frisbee.,0.32616767287254333,0.09060212994905885,0.32616767287254333,1.0,0.25446501309572744,1.0124406830342452,1,source,"[194, 194, 194, 194, 194, 193, 193, 193, 193, 193, 193]"
280,swap_atribute,congruent,Food trucks are parked around small oval tables.,Small oval tables are surrounded by food trucks.,Oval food trucks are parked around small tables.,0.533048152923584,0.1480689363388855,0.533048152923584,1.0,0.5808483168844474,1.0823659613743508,1,target,"[439, 439, 439, 439, 439, 439, 487, 487, 487, 487, 487]"
280,swap_atribute,incongruent,Food trucks are parked around small oval tables.,Oval food trucks are parked around small tables.,Small oval tables are surrounded by food trucks.,0.4225314259529114,0.11736983856898196,0.4225314259529114,1.0,0.42154828750444473,1.0333208651716448,1,source,"[439, 439, 439, 439, 439, 439, 464, 464, 464, 464, 464]"
259,swap_atribute,congruent,A person talking in front of a photo of an orange sofa with black and white fence behind it.,"A photo of an orange sofa with a black and white fence in the background, while a person is standing and talking. ",A person talking in front of a photo of a black and white sofa with an orange fence behind it.,0.4896443486213684,0.13601231551843776,0.4896443486213684,1.0,0.5434790819642431,1.0578762456527941,1,source,"[265, 265, 265, 265, 265, 265, 279, 279, 279, 279, 279]"
259,swap_atribute,incongruent,A person talking in front of a photo of an orange sofa with black and white fence behind it.,A person talking in front of a photo of a black and white sofa with an orange fence behind it.,"A photo of an orange sofa with a black and white fence in the background, while a person is standing and talking. ",0.17271293699741364,0.04797581482515307,0.17271293699741364,1.0,0.07707225207293338,1.0010199449716821,1,target,"[265, 265, 265, 265, 265, 264, 264, 264, 264, 264, 264]"
310,swap_atribute,congruent,Three people try to guide a horse into a trailer.,Three individuals attempt to lead a horse into a trailer.,A person tries to guide three horses into a trailer.,0.47394272685050964,0.13165075985844832,0.47394272685050964,1.0,0.5223292986384791,1.0507554689937124,1,target,"[594, 594, 594, 594, 594, 590, 590, 590, 590, 590, 590]"
310,swap_atribute,incongruent,Three people try to guide a horse into a trailer.,A person tries to guide three horses into a trailer.,Three individuals attempt to lead a horse into a trailer.,0.5276690125465393,0.1465747384943582,0.5276690125465393,1.0,0.6144735801868294,1.0727539566998023,1,target,"[594, 594, 594, 594, 594, 266, 266, 266, 266, 266, 266]"
334,swap_atribute,congruent,A large dining room features wooden cabinets and a marble counter top.,The wooden cabinets and marble counter top are situated in a large dining room.,A wooden dining room features large cabinets and a marble counter top.,0.4297780692577362,0.11938279835606053,0.4297780692577362,1.0,0.41867002224634103,1.0353168498720897,1,source,"[148, 148, 148, 148, 148, 148, 579, 579, 579, 579, 579]"
334,swap_atribute,incongruent,A large dining room features wooden cabinets and a marble counter top.,A wooden dining room features large cabinets and a marble counter top.,The wooden cabinets and marble counter top are situated in a large dining room.,0.31849297881126404,0.0884702721965582,0.31849297881126404,1.0,0.24434280903391958,1.0114701253110314,1,target,"[148, 148, 148, 148, 148, 148, 384, 384, 384, 384, 384]"
104,swap_atribute,congruent,a person wearing skis is posing for the camera,A person wearing skis is standing in front of the camera.,A person posing in front of skis for the camera.,0.6390975713729858,0.17752710207943326,0.6390975713729858,1.0,0.7762678706868529,1.1463749856435999,1,source,"[650, 650, 650, 650, 650, 270, 270, 270, 270, 270, 270]"
104,swap_atribute,incongruent,a person wearing skis is posing for the camera,A person posing in front of skis for the camera.,A person wearing skis is standing in front of the camera.,0.5265026092529297,0.14625073239780992,0.5265026092529297,1.0,0.6081328339030456,1.0747598910770213,1,source,"[650, 650, 650, 650, 650, 242, 242, 242, 242, 242, 242]"
101,swap_atribute,congruent,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person in a snow sporting event is rapidly descending down this chute-like course as people observe from the sidelines.,A person on the sidelines of a sporting event is watching people go rapidly down a chute-type course.,0.33885303139686584,0.09412583739929821,0.33885303139686584,1.0,0.28982871426283136,1.014726371998247,1,source,"[201, 201, 201, 201, 201, 201, 202, 202, 202, 202, 202]"
101,swap_atribute,incongruent,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person on the sidelines of a sporting event is watching people go rapidly down a chute-type course.,A person in a snow sporting event is rapidly descending down this chute-like course as people observe from the sidelines.,0.6184287071228027,0.17178575971809018,0.6184287071228027,1.0,0.7540243763072093,1.1170757489173628,1,target,"[201, 201, 201, 201, 201, 201, 241, 241, 241, 241, 241]"
285,swap_atribute,congruent,Two people standing next to a life size replica of a suitcase.,Two individuals are positioned adjacent to a full-scale representation of a suitcase.,A life size replica of two people standing next to a suitcase.,0.5912608504295349,0.16423912465616272,0.5912608504295349,1.0,0.7057553041611543,1.1065228602100985,1,source,"[618, 618, 618, 618, 618, 606, 606, 606, 606, 606, 606]"
285,swap_atribute,incongruent,Two people standing next to a life size replica of a suitcase.,A life size replica of two people standing next to a suitcase.,Two individuals are positioned adjacent to a full-scale representation of a suitcase.,0.4395163655281067,0.12208787608179628,0.4395163655281067,1.0,0.45900754496908003,1.039240079398247,1,source,"[618, 618, 618, 618, 618, 155, 155, 155, 155, 155, 155]"
84,swap_atribute,congruent,The black and white photo shows a truck tilting a large cargo crate.,The large cargo crate is being tilted by a truck in the black and white photo.,The large photo shows a truck tilting a black and white cargo crate.,0.47743603587150574,0.13262112876208684,0.47743603587150574,1.0,0.5009126203261074,1.0517721943422684,1,target,"[510, 510, 510, 510, 510, 510, 534, 534, 534, 534, 534]"
84,swap_atribute,incongruent,The black and white photo shows a truck tilting a large cargo crate.,The large photo shows a truck tilting a black and white cargo crate.,The large cargo crate is being tilted by a truck in the black and white photo.,0.3285452425479889,0.09126256130535032,0.3285452425479889,1.0,0.26283770344785196,1.0131420445068555,1,source,"[510, 510, 510, 510, 510, 510, 535, 535, 535, 535, 535]"
637,swap_atribute,congruent,A boat is sitting in the sand near the water.,The boat is positioned near the water in the sand.,A boat is far from the sand.,0.5656493902206421,0.15712483193529125,0.5656493902206421,1.0,0.6942759894246712,1.091650023721353,1,target,"[38, 38, 38, 38, 38, 38, 514, 514, 514, 514, 514]"
637,swap_atribute,incongruent,A boat is sitting in the sand near the water.,A boat is far from the sand.,The boat is positioned near the water in the sand.,0.8562195301055908,0.2378387523384313,0.8562195301055908,1.0,1.0314802144489486,1.2727449237773052,1,target,"[38, 38, 38, 38, 38, 37, 37, 37, 37, 37, 37]"
95,swap_atribute,congruent,The toilet is covered in sparkles with a red object in front of it.,"The red object is positioned in front of the toilet, which is covered in sparkles.",The toilet has a red cover with a sparkly object in front of it.,0.3692762851715088,0.1025767444515225,0.3692762851715088,1.0,0.3253853874471952,1.020008592465889,1,target,"[570, 570, 570, 570, 570, 558, 558, 558, 558, 558, 558]"
95,swap_atribute,incongruent,The toilet is covered in sparkles with a red object in front of it.,The toilet has a red cover with a sparkly object in front of it.,"The red object is positioned in front of the toilet, which is covered in sparkles.",0.3433162569999695,0.0953656308407072,0.3433162569999695,1.0,0.284450072386109,1.015144219622964,1,target,"[570, 570, 570, 570, 570, 569, 569, 569, 569, 569, 569]"
617,swap_atribute,congruent,A blue frisbee sitting on top of a lush green field.,The lush green field is positioned below the blue frisbee.,A green frisbee sitting on top of a lush blue field.,0.5827096104621887,0.1618637894519304,0.5827096104621887,1.0,0.6767980675303726,1.0986880245037578,1,source,"[32, 32, 32, 32, 32, 32, 539, 539, 539, 539, 539]"
617,swap_atribute,incongruent,A blue frisbee sitting on top of a lush green field.,A green frisbee sitting on top of a lush blue field.,The lush green field is positioned below the blue frisbee.,0.24657465517520905,0.06849296004791047,0.24657465517520905,1.0,0.15744058808025935,1.0041939747049482,1,source,"[32, 32, 32, 32, 32, 32, 104, 104, 104, 104, 104]"
507,swap_atribute,congruent,a laptop and three cellphones on a yellow table,The laptop and three cellphones are positioned on a yellow table.,Three laptops and a cellphone on a yellow table.,0.4137144386768341,0.11492067117590127,0.4137144386768341,1.0,0.38865717525106713,1.032045641269046,1,target,"[644, 644, 644, 644, 644, 533, 533, 533, 533, 533, 533]"
507,swap_atribute,incongruent,a laptop and three cellphones on a yellow table,Three laptops and a cellphone on a yellow table.,The laptop and three cellphones are positioned on a yellow table.,0.4353463649749756,0.12092954722362984,0.4353463649749756,1.0,0.4210653295418738,1.0389653279583437,1,target,"[644, 644, 644, 644, 644, 591, 591, 591, 591, 591, 591]"
629,swap_atribute,congruent,some guys in green jackets standing around a fire hydrant,The fire hydrant is surrounded by some guys in green jackets.,some guys in fire jackets standing around a green hydrant.,0.536922037601471,0.14914501665328317,0.536922037601471,1.0,0.6092170232406479,1.0809781132427836,1,source,"[666, 666, 666, 666, 666, 521, 521, 521, 521, 521, 521]"
629,swap_atribute,incongruent,some guys in green jackets standing around a fire hydrant,some guys in fire jackets standing around a green hydrant.,The fire hydrant is surrounded by some guys in green jackets.,0.44403275847435,0.1233424418381594,0.44403275847435,1.0,0.45926549992467003,1.0412592728553915,1,source,"[666, 666, 666, 666, 666, 665, 665, 665, 665, 665, 665]"
584,swap_atribute,congruent,A gray cat is sitting in a tall window.,The tall window is being seated by the gray cat.,A tall cat is sitting in a gray window.,0.6127166152000427,0.17019905541746486,0.6127166152000427,1.0,0.727578015341899,1.1218222992030822,1,source,"[101, 101, 101, 101, 101, 101, 565, 565, 565, 565, 565]"
584,swap_atribute,incongruent,A gray cat is sitting in a tall window.,A tall cat is sitting in a gray window.,The tall window is being seated by the gray cat.,0.38363564014434814,0.10656545102427184,0.38363564014434814,1.0,0.36217644943320704,1.0235830974543494,1,source,"[101, 101, 101, 101, 101, 101, 344, 344, 344, 344, 344]"
401,swap_atribute,congruent,A box of cheese pizza with green peppers in a box,The box of cheese pizza with green peppers is contained within a box.,A box of green pizza with cheese peppers in a box.,0.5472545623779297,0.15201515738812638,0.5472545623779297,1.0,0.6409787220168571,1.0816508496572166,1,source,"[40, 40, 40, 40, 40, 40, 515, 515, 515, 515, 515]"
401,swap_atribute,incongruent,A box of cheese pizza with green peppers in a box,A box of green pizza with cheese peppers in a box.,The box of cheese pizza with green peppers is contained within a box.,0.3983316719532013,0.11064768600269147,0.3983316719532013,1.0,0.38657946092161194,1.0270478607846762,1,target,"[40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41]"
240,swap_atribute,congruent,A large jet airplane parked next to a domed tower.,A large jet airplane is positioned adjacent to a domed tower.,A domed jet airplane parked next to a large tower.,0.4209902882575989,0.1169417543951716,0.4209902882575989,1.0,0.41277464185776525,1.0326555326206994,1,target,"[152, 152, 152, 152, 152, 151, 151, 151, 151, 151, 151]"
240,swap_atribute,incongruent,A large jet airplane parked next to a domed tower.,A domed jet airplane parked next to a large tower.,A large jet airplane is positioned adjacent to a domed tower.,0.34566640853881836,0.09601844357394405,0.34566640853881836,1.0,0.2900506050264242,1.0156708279129356,1,target,"[152, 152, 152, 152, 152, 91, 91, 91, 91, 91, 91]"
432,swap_atribute,congruent,A person is playing catch with two children and a dog.,Two children and a dog are playing catch with a person.,A person is playing catch with a child and two dogs.,0.5099154710769653,0.14164318518522764,0.5099154710769653,1.0,0.5932136676493311,1.0648950973783289,1,source,"[223, 223, 223, 223, 223, 223, 604, 604, 604, 604, 604]"
432,swap_atribute,incongruent,A person is playing catch with two children and a dog.,A person is playing catch with a child and two dogs.,Two children and a dog are playing catch with a person.,0.5541573166847229,0.15393258855097966,0.5541573166847229,1.0,0.6681823436163985,1.0849297591767604,1,source,"[223, 223, 223, 223, 223, 222, 222, 222, 222, 222, 222]"
171,swap_atribute,congruent,Some flowers are sitting in the white vase in front of the window.,"The white vase is positioned in front of the window, and some flowers are inside it.",The white flowers are sitting in a vase in front of the window.,0.5158981084823608,0.14330503598658156,0.5158981084823608,1.0,0.5629431369942219,1.0681703386016903,1,target,"[492, 492, 492, 492, 492, 492, 578, 578, 578, 578, 578]"
171,swap_atribute,incongruent,Some flowers are sitting in the white vase in front of the window.,The white flowers are sitting in a vase in front of the window.,"The white vase is positioned in front of the window, and some flowers are inside it.",0.34399643540382385,0.09555456806228163,0.34399643540382385,1.0,0.28872383079069136,1.0156931786543733,1,target,"[492, 492, 492, 492, 492, 492, 577, 577, 577, 577, 577]"
55,swap_atribute,congruent,A person eats from a green dish while carrying a handheld radio.,The person is carrying a handheld radio while eating from a green dish.,A person eats from a handheld dish while holding a green radio.,0.3013910949230194,0.08371974226007174,0.3013910949230194,1.0,0.22312015265624763,1.0091424432401082,1,target,"[178, 178, 178, 178, 178, 178, 550, 550, 550, 550, 550]"
55,swap_atribute,incongruent,A person eats from a green dish while carrying a handheld radio.,A person eats from a handheld dish while holding a green radio.,The person is carrying a handheld radio while eating from a green dish.,0.35783782601356506,0.0993993979513075,0.35783782601356506,1.0,0.3084183009613338,1.017844453568748,1,target,"[178, 178, 178, 178, 178, 178, 179, 179, 179, 179, 179]"
452,swap_atribute,congruent,a black bike rests against a brown bed,The black bike is positioned against the brown bed.,a brown bike rests against a black bed.,0.48835399746894836,0.1356538863348574,0.48835399746894836,1.0,0.5305162525973632,1.055640587668031,1,target,"[636, 636, 636, 636, 636, 511, 511, 511, 511, 511, 511]"
452,swap_atribute,incongruent,a black bike rests against a brown bed,a brown bike rests against a black bed.,The black bike is positioned against the brown bed.,0.3569159209728241,0.09914331293222611,0.3569159209728241,1.0,0.3111387790401759,1.0179446583101177,1,source,"[636, 636, 636, 636, 636, 636, 638, 638, 638, 638, 638]"
50,replace_relation,congruent,A young person riding a skateboard with red wheels.,A youth is skateboarding with red skateboard wheels.,A young person pushing a skateboard with red wheels.,0.5777371525764465,0.16048253375719332,0.5777371525764465,1.0,0.702730985066757,1.0964857733513378,1,source,"[403, 403, 403, 403, 403, 403, 408, 408, 408, 408, 408]"
50,replace_relation,incongruent,A young person riding a skateboard with red wheels.,A young person pushing a skateboard with red wheels.,A youth is skateboarding with red skateboard wheels.,0.4626927077770233,0.12852575185492768,0.4626927077770233,1.0,0.505858039566013,1.046630932200146,1,source,"[403, 403, 403, 403, 403, 402, 402, 402, 402, 402, 402]"
278,replace_relation,congruent,A person sitting on a wooden bench next to a rock wall.,A person is seated beside a rock wall on a wooden bench.,A person standing next to a wooden bench by a rock wall.,0.5210822224617004,0.14474507241909643,0.5210822224617004,1.0,0.6089240200856755,1.0695512731958339,1,target,"[252, 252, 252, 252, 252, 227, 227, 227, 227, 227, 227]"
278,replace_relation,incongruent,A person sitting on a wooden bench next to a rock wall.,A person standing next to a wooden bench by a rock wall.,A person is seated beside a rock wall on a wooden bench.,0.4553772807121277,0.12649368897015711,0.4553772807121277,1.0,0.4939823238088599,1.0437602814831515,1,target,"[252, 252, 252, 252, 252, 252, 257, 257, 257, 257, 257]"
603,replace_relation,congruent,Three female workers stand in front of rows of pastries.,The three female workers are positioned in front of rows of pastries.,Three female workers stand behind rows of pastries.,0.33955299854278564,0.09432027099691669,0.33955299854278564,1.0,0.2821883262701535,1.0149732794523714,1,target,"[588, 588, 588, 588, 588, 566, 566, 566, 566, 566, 566]"
603,replace_relation,incongruent,Three female workers stand in front of rows of pastries.,Three female workers stand behind rows of pastries.,The three female workers are positioned in front of rows of pastries.,0.26943057775497437,0.07484182918274822,0.26943057775497437,1.0,0.1817221496688577,1.0059701111688018,1,source,"[588, 588, 588, 588, 588, 587, 587, 587, 587, 587, 587]"
414,replace_relation,congruent,A dog peeking out from under some covers.,"from under some covers, a dog is peeping out.",A dog curled up on top of some covers.,0.5381795763969421,0.1494943281663977,0.5381795763969421,1.0,0.6484491089723324,1.0779387754515102,1,target,"[89, 89, 89, 89, 89, 89, 658, 658, 658, 658, 658]"
414,replace_relation,incongruent,A dog peeking out from under some covers.,A dog curled up on top of some covers.,"from under some covers, a dog is peeping out.",0.736621081829071,0.20461697565175346,0.736621081829071,1.0,0.9206573010394088,1.1841820530264038,1,source,"[89, 89, 89, 89, 89, 87, 87, 87, 87, 87, 87]"
145,replace_relation,congruent,A person holding a book about the topic fun.,A person is holding a book about the topic of fun.,A person reading a book about the topic fun.,0.2209702879190445,0.06138063586644002,0.2209702879190445,1.0,0.12474868283240854,1.002715318974825,1,target,"[186, 186, 186, 186, 186, 186, 217, 217, 217, 217, 217]"
145,replace_relation,incongruent,A person holding a book about the topic fun.,A person reading a book about the topic fun.,A person is holding a book about the topic of fun.,0.3822632133960724,0.10618422352028578,0.3822632133960724,1.0,0.3544468529070138,1.0238868341887783,1,target,"[186, 186, 186, 186, 186, 186, 244, 244, 244, 244, 244]"
210,replace_relation,congruent,Hot dog with mustard on it sitting on a white napkin.,A hot dog with mustard is placed on a white napkin.,A hot dog with mustard on it is standing on a white napkin.,0.3943544626235962,0.10954290478582368,0.3943544626235962,1.0,0.35162381939707504,1.0268001577589534,1,target,"[444, 444, 444, 444, 444, 134, 134, 134, 134, 134, 134]"
210,replace_relation,incongruent,Hot dog with mustard on it sitting on a white napkin.,A hot dog with mustard on it is standing on a white napkin.,A hot dog with mustard is placed on a white napkin.,0.3972966969013214,0.11036018879053974,0.3972966969013214,1.0,0.35591871214734505,1.0275817233533824,1,target,"[444, 444, 444, 444, 444, 135, 135, 135, 135, 135, 135]"
227,replace_relation,congruent,The foot of a person on a skateboard is prominent in this photo.,The photograph prominently features the foot of a person on a skateboard.,The foot of a person next to a skateboard is prominent in this photo.,0.5090706944465637,0.14140851397202694,0.5090706944465637,1.0,0.5770347694380318,1.0638455901662116,1,source,"[524, 524, 524, 524, 524, 524, 555, 555, 555, 555, 555]"
227,replace_relation,incongruent,The foot of a person on a skateboard is prominent in this photo.,The foot of a person next to a skateboard is prominent in this photo.,The photograph prominently features the foot of a person on a skateboard.,0.3545287847518921,0.0984802247226958,0.3545287847518921,1.0,0.31252061014216337,1.017309118062475,1,source,"[524, 524, 524, 524, 524, 523, 523, 523, 523, 523, 523]"
929,replace_relation,congruent,A group of people on skis at a peak of a mountain.,A group of skiers at the mountain summit.,A group of people on skis descending from the peak of a mountain.,0.6445078253746033,0.17902995211973055,0.6445078253746033,1.0,0.8074464269783894,1.1350077165246508,1,source,"[116, 116, 116, 116, 116, 116, 124, 124, 124, 124, 124]"
929,replace_relation,incongruent,A group of people on skis at a peak of a mountain.,A group of people on skis descending from the peak of a mountain.,A group of skiers at the mountain summit.,0.5820361971855164,0.1616767254768997,0.5820361971855164,1.0,0.7157447623920264,1.100200825584774,1,source,"[116, 116, 116, 116, 116, 116, 117, 117, 117, 117, 117]"
192,replace_relation,congruent,The back view of an airplane on a runway.,The airplane is positioned on the runway with it's back view visible.,An airplane is flying over a runway.,0.6116154193878174,0.16989316132533824,0.6116154193878174,1.0,0.7667263138779734,1.115743120648614,1,target,"[505, 505, 505, 505, 505, 503, 503, 503, 503, 503, 503]"
192,replace_relation,incongruent,The back view of an airplane on a runway.,An airplane is flying over a runway.,The airplane is positioned on the runway with it's back view visible.,0.9620587229728699,0.2672385412833569,0.9620587229728699,1.0,1.0992997936824733,1.3323350082586611,1,source,"[505, 505, 505, 505, 505, 415, 415, 415, 415, 415, 415]"
872,replace_relation,congruent,A tall tower with a clock stands in front of a skyscraper.,A skyscraper stands behind of a tall tower with a clock.,A tall tower with a clock stands behind a skyscraper.,0.49645429849624634,0.13609930841349152,0.49645429849624634,1.0,0.4979722125617452,1.0626608165719857,2,alternate,"[348, 348, 348, 348, 348, 347, 310, 310, 310, 310, 310]"
872,replace_relation,incongruent,A tall tower with a clock stands in front of a skyscraper.,A tall tower with a clock stands behind a skyscraper.,A skyscraper stands behind of a tall tower with a clock.,0.2824659049510956,0.07846275171469001,0.2824659049510956,1.0,0.21049712181445693,1.0078144007906276,1,target,"[348, 348, 348, 348, 348, 347, 347, 347, 347, 347, 347]"
1354,replace_relation,congruent,A black cat is sitting in a bathroom sink.,A bathroom sink contains a sitting black cat.,A black cat is sitting on top of a bathroom sink.,0.5329589247703552,0.14804414661790918,0.5329589247703552,1.0,0.5021451138569931,1.0787294369037466,1,target,"[22, 22, 22, 22, 22, 9, 9, 9, 9, 9, 9]"
1354,replace_relation,incongruent,A black cat is sitting in a bathroom sink.,A black cat is sitting on top of a bathroom sink.,A bathroom sink contains a sitting black cat.,0.402797132730484,0.1118880889032939,0.402797132730484,1.0,0.3418685949374476,1.024934428498197,1,target,"[22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23]"
1368,replace_relation,congruent,A truck with a snow plow attached to the front.,The snow plow is attached to the front of a truck.,A truck with a snow plow detached from the front.,0.5278078317642212,0.14661328680329733,0.5278078317642212,1.0,0.6220779761183458,1.0742000910421234,1,source,"[360, 360, 360, 360, 360, 360, 561, 561, 561, 561, 561]"
1368,replace_relation,incongruent,A truck with a snow plow attached to the front.,A truck with a snow plow detached from the front.,The snow plow is attached to the front of a truck.,0.6265859007835388,0.17405163898088047,0.6265859007835388,1.0,0.7756719349638155,1.126490116747273,1,source,"[360, 360, 360, 360, 360, 360, 361, 361, 361, 361, 361]"
833,replace_relation,congruent,A white bed in a bedroom next to a lamp on a table.,The bedroom contains a white bed close to a lamp on a table.,A white bed in a bedroom far from a lamp on a table.,0.5577540397644043,0.15493166992726085,0.5577540397644043,1.0,0.6679210740085222,1.0899180106906912,1,target,"[371, 371, 371, 371, 371, 371, 509, 509, 509, 509, 509]"
833,replace_relation,incongruent,A white bed in a bedroom next to a lamp on a table.,A white bed in a bedroom far from a lamp on a table.,The bedroom contains a white bed close to a lamp on a table.,0.6010079383850098,0.1669466512878762,0.6010079383850098,1.0,0.7349515143828186,1.1138646752118797,1,source,"[371, 371, 371, 371, 371, 370, 370, 370, 370, 370, 370]"
1370,replace_relation,congruent,A person takes his picture using the bathroom mirror.,The person captures his image by positioning himself in front of the bathroom mirror.,A person is cleaning the bathroom mirror.,0.6004993319511414,0.16680536859657935,0.6004993319511414,1.0,0.7503428305509926,1.109532308161682,1,target,"[262, 262, 262, 262, 262, 262, 547, 547, 547, 547, 547]"
1370,replace_relation,incongruent,A person takes his picture using the bathroom mirror.,A person is cleaning the bathroom mirror.,The person captures his image by positioning himself in front of the bathroom mirror.,0.8946747779846191,0.24852076160796763,0.8946747779846191,1.0,1.0416462265044364,1.2698458235479846,1,source,"[262, 262, 262, 262, 262, 213, 213, 213, 213, 213, 213]"
889,replace_relation,congruent,A person taking pictures on a busy street.,"On a busy street, a person is taking pictures.",A person chatting on a busy street.,0.4516531229019165,0.12545920140632194,0.4516531229019165,1.0,0.49339786084114395,1.042958624811085,1,source,"[263, 263, 263, 263, 263, 263, 458, 458, 458, 458, 458]"
889,replace_relation,incongruent,A person taking pictures on a busy street.,A person chatting on a busy street.,"On a busy street, a person is taking pictures.",0.8048297166824341,0.22356380587446145,0.8048297166824341,1.0,0.9778793793438528,1.2200656598787836,1,target,"[263, 263, 263, 263, 263, 174, 174, 174, 174, 174, 174]"
442,replace_relation,congruent,A teddy bear sitting in front of a pile of boxes.,A teddy bear is positioned in front of a pile of boxes.,A teddy bear standing in front of a pile of boxes.,0.3183310925960541,0.08842530757102013,0.3183310925960541,1.0,0.22962383292838773,1.0114244521628535,1,target,"[350, 350, 350, 350, 350, 349, 349, 349, 349, 349, 349]"
442,replace_relation,incongruent,A teddy bear sitting in front of a pile of boxes.,A teddy bear standing in front of a pile of boxes.,A teddy bear is positioned in front of a pile of boxes.,0.28340160846710205,0.07872266747455102,0.28340160846710205,1.0,0.18474401901020715,1.0073711737595272,1,target,"[350, 350, 350, 350, 350, 350, 351, 351, 351, 351, 351]"
