example_id,subset,pair_type,source_text,target_text,alternate_text,retrieval_t0,retrieval_t02,retrieval_t05,retrieval_t08,retrieval_t10,off_manifold_mean,detour_ratio,dual_detour_ratio
1368,replace_relation,incongruent,A truck with a snow plow attached to the front.,A truck with a snow plow detached from the front.,The snow plow is attached to the front of a truck.,A truck with a snow plow attached to the front.,A truck with a snow plow attached to the front.,A truck with a snow plow attached to the front.,A truck with a snow plow detached from the front.,A truck with a snow plow detached from the front.,0.17405163898088047,1.0,1.126490116747273
833,replace_relation,congruent,A white bed in a bedroom next to a lamp on a table.,The bedroom contains a white bed close to a lamp on a table.,A white bed in a bedroom far from a lamp on a table.,A white bed in a bedroom next to a lamp on a table.,A white bed in a bedroom next to a lamp on a table.,A white bed in a bedroom next to a lamp on a table.,The bedroom contains a white bed close to a lamp on a table.,The bedroom contains a white bed close to a lamp on a table.,0.15493166992726085,1.0,1.0899180106906912
833,replace_relation,incongruent,A white bed in a bedroom next to a lamp on a table.,A white bed in a bedroom far from a lamp on a table.,The bedroom contains a white bed close to a lamp on a table.,A white bed in a bedroom next to a lamp on a table.,A white bed in a bedroom next to a lamp on a table.,A white bed in a bedroom far from a lamp on a table.,A white bed in a bedroom far from a lamp on a table.,A white bed in a bedroom far from a lamp on a table.,0.1669466512878762,1.0,1.1138646752118797
1370,replace_relation,congruent,A person takes his picture using the bathroom mirror.,The person captures his image by positioning himself in front of the bathroom mirror.,A person is cleaning the bathroom mirror.,A person takes his picture using the bathroom mirror.,A person takes his picture using the bathroom mirror.,A person takes his picture using the bathroom mirror.,The person captures his image by positioning himself in front of the bathroom mirror.,The person captures his image by positioning himself in front of the bathroom mirror.,0.16680536859657935,1.0,1.109532308161682
1370,replace_relation,incongruent,A person takes his picture using the bathroom mirror.,A person is cleaning the bathroom mirror.,The person captures his image by positioning himself in front of the bathroom mirror.,A person takes his picture using the bathroom mirror.,A person takes his picture using the bathroom mirror.,A person is cleaning the bathroom mirror.,A person is cleaning the bathroom mirror.,A person is cleaning the bathroom mirror.,0.24852076160796763,1.0,1.2698458235479846
889,replace_relation,congruent,A person taking pictures on a busy street.,"On a busy street, a person is taking pictures.",A person chatting on a busy street.,A person taking pictures on a busy street.,A person taking pictures on a busy street.,A person taking pictures on a busy street.,"On a busy street, a person is taking pictures.","On a busy street, a person is taking pictures.",0.12545920140632194,1.0,1.042958624811085
889,replace_relation,incongruent,A person taking pictures on a busy street.,A person chatting on a busy street.,"On a busy street, a person is taking pictures.",A person taking pictures on a busy street.,A person taking pictures on a busy street.,A person chatting on a busy street.,A person chatting on a busy street.,A person chatting on a busy street.,0.22356380587446145,1.0,1.2200656598787836
442,replace_relation,congruent,A teddy bear sitting in front of a pile of boxes.,A teddy bear is positioned in front of a pile of boxes.,A teddy bear standing in front of a pile of boxes.,A teddy bear sitting in front of a pile of boxes.,A teddy bear sitting in front of a pile of boxes.,A teddy bear is positioned in front of a pile of boxes.,A teddy bear is positioned in front of a pile of boxes.,A teddy bear is positioned in front of a pile of boxes.,0.08842530757102013,1.0,1.0114244521628535
442,replace_relation,incongruent,A teddy bear sitting in front of a pile of boxes.,A teddy bear standing in front of a pile of boxes.,A teddy bear is positioned in front of a pile of boxes.,A teddy bear sitting in front of a pile of boxes.,A teddy bear sitting in front of a pile of boxes.,A teddy bear sitting in front of a pile of boxes.,A teddy bear standing in front of a pile of boxes.,A teddy bear standing in front of a pile of boxes.,0.07872266747455102,1.0,1.0073711737595272
895,replace_relation,congruent,One person carrying a cake with candles and another person in the background.,A person holding a cake with candles in the foreground with another person in the background.,One person dropping a cake with candles and another person in the background.,One person carrying a cake with candles and another person in the background.,One person carrying a cake with candles and another person in the background.,A person holding a cake with candles in the foreground with another person in the background.,A person holding a cake with candles in the foreground with another person in the background.,A person holding a cake with candles in the foreground with another person in the background.,0.14251149161971455,1.0,1.0677147623717385
895,replace_relation,incongruent,One person carrying a cake with candles and another person in the background.,One person dropping a cake with candles and another person in the background.,A person holding a cake with candles in the foreground with another person in the background.,One person carrying a cake with candles and another person in the background.,One person carrying a cake with candles and another person in the background.,One person carrying a cake with candles and another person in the background.,One person dropping a cake with candles and another person in the background.,One person dropping a cake with candles and another person in the background.,0.15582981388118256,1.0,1.090704132175143
28,replace_relation,congruent,"two teddy bears at a table with honey
",The table has two teddy bears and honey on it.,Two teddy bears are under a table with honey.,"two teddy bears at a table with honey
","two teddy bears at a table with honey
",The table has two teddy bears and honey on it.,The table has two teddy bears and honey on it.,The table has two teddy bears and honey on it.,0.14177958907575,1.0,1.0670136770077627
28,replace_relation,incongruent,"two teddy bears at a table with honey
",Two teddy bears are under a table with honey.,The table has two teddy bears and honey on it.,"two teddy bears at a table with honey
","two teddy bears at a table with honey
",Two teddy bears are under a table with honey.,Two teddy bears are under a table with honey.,Two teddy bears are under a table with honey.,0.14285352504053614,1.0,1.0688074586859049
904,replace_relation,congruent,"A blue plate filled with marshmallows, chocolate chips and banana.","Marshmallows, chocolate chips, and banana filled the blue plate.","A blue plate empty of marshmallows, chocolate chips and banana.","A blue plate filled with marshmallows, chocolate chips and banana.","A blue plate filled with marshmallows, chocolate chips and banana.","A blue plate filled with marshmallows, chocolate chips and banana.","Marshmallows, chocolate chips, and banana filled the blue plate.","Marshmallows, chocolate chips, and banana filled the blue plate.",0.1283228530631384,1.0,1.046461941177334
904,replace_relation,incongruent,"A blue plate filled with marshmallows, chocolate chips and banana.","A blue plate empty of marshmallows, chocolate chips and banana.","Marshmallows, chocolate chips, and banana filled the blue plate.","A blue plate filled with marshmallows, chocolate chips and banana.","A blue plate filled with marshmallows, chocolate chips and banana.","A blue plate empty of marshmallows, chocolate chips and banana.","A blue plate empty of marshmallows, chocolate chips and banana.","A blue plate empty of marshmallows, chocolate chips and banana.",0.14793104708408622,1.0,1.0750814922247742
506,replace_relation,congruent,some black cattle are grazing in a green field,The green field is where some black cattle are grazing.,Some black cattle are running through a green field.,some black cattle are grazing in a green field,some black cattle are grazing in a green field,The green field is where some black cattle are grazing.,The green field is where some black cattle are grazing.,The green field is where some black cattle are grazing.,0.1527554521794888,1.0,1.0847491072817015
506,replace_relation,incongruent,some black cattle are grazing in a green field,Some black cattle are running through a green field.,The green field is where some black cattle are grazing.,some black cattle are grazing in a green field,some black cattle are grazing in a green field,Some black cattle are running through a green field.,Some black cattle are running through a green field.,Some black cattle are running through a green field.,0.1767087197665294,1.0,1.1318915173289608
328,replace_relation,congruent,Square pastries are assorted on a white platter.,A white platter holds the assorted square pastries.,Square pastries are stacked on a white platter.,Square pastries are assorted on a white platter.,Square pastries are assorted on a white platter.,A white platter holds the assorted square pastries.,A white platter holds the assorted square pastries.,A white platter holds the assorted square pastries.,0.13093418450407338,1.0,1.049125910525
328,replace_relation,incongruent,Square pastries are assorted on a white platter.,Square pastries are stacked on a white platter.,A white platter holds the assorted square pastries.,Square pastries are assorted on a white platter.,Square pastries are assorted on a white platter.,Square pastries are assorted on a white platter.,Square pastries are stacked on a white platter.,Square pastries are stacked on a white platter.,0.11211483969476269,1.0,1.0282153258266433
312,replace_relation,congruent,A group of people walking down a mountain road., A mountain road is being walked down by a group of people.,A group of people running down a mountain road.,A group of people walking down a mountain road.,A group of people walking down a mountain road., A mountain road is being walked down by a group of people., A mountain road is being walked down by a group of people., A mountain road is being walked down by a group of people.,0.15537260468593989,1.0,1.088013186633686
312,replace_relation,incongruent,A group of people walking down a mountain road.,A group of people running down a mountain road., A mountain road is being walked down by a group of people.,A group of people walking down a mountain road.,A group of people walking down a mountain road.,A group of people running down a mountain road.,A group of people running down a mountain road.,A group of people running down a mountain road.,0.15344276316622452,1.0,1.0845781710084321
1365,replace_relation,congruent,A young person doing a jump with their skateboard in a skate park,A person who is young performs a jump in the skate park with their skateboard.,A young person doing a jump with their skateboard outside a skate park.,A young person doing a jump with their skateboard in a skate park,A young person doing a jump with their skateboard in a skate park,A person who is young performs a jump in the skate park with their skateboard.,A person who is young performs a jump in the skate park with their skateboard.,A person who is young performs a jump in the skate park with their skateboard.,0.14054934319944692,1.0,1.0640385688293763
1365,replace_relation,incongruent,A young person doing a jump with their skateboard in a skate park,A young person doing a jump with their skateboard outside a skate park.,A person who is young performs a jump in the skate park with their skateboard.,A young person doing a jump with their skateboard in a skate park,A young person doing a jump with their skateboard in a skate park,A young person doing a jump with their skateboard in a skate park,A young person doing a jump with their skateboard outside a skate park.,A young person doing a jump with their skateboard outside a skate park.,0.12134127687507995,1.0,1.038355608411076
1134,replace_relation,congruent,Everyone in the group is using electronic devices.,All members of the group are using electronic devices.,Everyone in the group is putting away their electronic devices.,Everyone in the group is using electronic devices.,Everyone in the group is using electronic devices.,All members of the group are using electronic devices.,All members of the group are using electronic devices.,All members of the group are using electronic devices.,0.08781440930797813,1.0,1.0112217643002548
1134,replace_relation,incongruent,Everyone in the group is using electronic devices.,Everyone in the group is putting away their electronic devices.,All members of the group are using electronic devices.,Everyone in the group is using electronic devices.,Everyone in the group is using electronic devices.,Everyone in the group is putting away their electronic devices.,Everyone in the group is putting away their electronic devices.,Everyone in the group is putting away their electronic devices.,0.1984349196916753,1.0,1.1698010413684994
576,replace_relation,congruent,A pancake with vegetables piled up on it,Vegetables are piled up on a pancake.,A pancake with vegetables arranged on it.,A pancake with vegetables piled up on it,A pancake with vegetables piled up on it,A pancake with vegetables piled up on it,Vegetables are piled up on a pancake.,Vegetables are piled up on a pancake.,0.1352055049595668,1.0,1.0552956692425588
576,replace_relation,incongruent,A pancake with vegetables piled up on it,A pancake with vegetables arranged on it.,Vegetables are piled up on a pancake.,A pancake with vegetables piled up on it,A pancake with vegetables piled up on it,A pancake with vegetables arranged on it.,A pancake with vegetables arranged on it.,A pancake with vegetables arranged on it.,0.12860740798674483,1.0,1.046532976710564
982,replace_relation,congruent,A group of people in a dugout with their gear,A group of individuals with their gear in the dugout.,A group of people nearby a dugout with their gear.,A group of people in a dugout with their gear,A group of people in a dugout with their gear,A group of individuals with their gear in the dugout.,A group of individuals with their gear in the dugout.,A group of individuals with their gear in the dugout.,0.14236973667044128,1.0,1.0681503698061918
982,replace_relation,incongruent,A group of people in a dugout with their gear,A group of people nearby a dugout with their gear.,A group of individuals with their gear in the dugout.,A group of people in a dugout with their gear,A group of people in a dugout with their gear,A group of people in a dugout with their gear,A group of people nearby a dugout with their gear.,A group of people nearby a dugout with their gear.,0.14951369116531027,1.0,1.0803335234337001
1308,replace_relation,congruent,A young child is posing in a large grassy area.,A young child is standing in a large grassy area.,A young child is running in a large grassy area.,A young child is posing in a large grassy area.,A young child is posing in a large grassy area.,A young child is posing in a large grassy area.,A young child is standing in a large grassy area.,A young child is standing in a large grassy area.,0.15128450923341488,1.0,1.081922911154344
1308,replace_relation,incongruent,A young child is posing in a large grassy area.,A young child is running in a large grassy area.,A young child is standing in a large grassy area.,A young child is posing in a large grassy area.,A young child is posing in a large grassy area.,A young child is posing in a large grassy area.,A young child is running in a large grassy area.,A young child is running in a large grassy area.,0.18287364566822936,1.0,1.1615109305235696
1243,replace_relation,congruent,A person standing by a stove in a kitchen.,A person is in the kitchen standing by the stove.,A person sitting by a stove in a kitchen.,A person standing by a stove in a kitchen.,A person standing by a stove in a kitchen.,A person is in the kitchen standing by the stove.,A person is in the kitchen standing by the stove.,A person is in the kitchen standing by the stove.,0.1283057424231831,1.0,1.046214104846503
1243,replace_relation,incongruent,A person standing by a stove in a kitchen.,A person sitting by a stove in a kitchen.,A person is in the kitchen standing by the stove.,A person standing by a stove in a kitchen.,A person standing by a stove in a kitchen.,A person sitting by a stove in a kitchen.,A person sitting by a stove in a kitchen.,A person sitting by a stove in a kitchen.,0.14654463465140236,1.0,1.0726753408689818
709,replace_relation,congruent,A person stands next to their luggage on a platform.,The person is standing on the platform beside their luggage.,A person sits on their luggage on a platform.,A person stands next to their luggage on a platform.,A person stands next to their luggage on a platform.,A person stands next to their luggage on a platform.,The person is standing on the platform beside their luggage.,The person is standing on the platform beside their luggage.,0.12447052042809298,1.0,1.0415321580353816
709,replace_relation,incongruent,A person stands next to their luggage on a platform.,A person sits on their luggage on a platform.,The person is standing on the platform beside their luggage.,A person stands next to their luggage on a platform.,A person stands next to their luggage on a platform.,A person sits on their luggage on a platform.,A person sits on their luggage on a platform.,A person sits on their luggage on a platform.,0.16411260611804188,1.0,1.1041393228371639
737,replace_relation,congruent,Someone is cooking a vegtable stir fry for dinner,A stir fry of vegetables is being cooked by someone is cooking for dinner.,Someone is eating a vegetable stir fry for dinner.,Someone is cooking a vegtable stir fry for dinner,Someone is cooking a vegtable stir fry for dinner,A stir fry of vegetables is being cooked by someone is cooking for dinner.,A stir fry of vegetables is being cooked by someone is cooking for dinner.,A stir fry of vegetables is being cooked by someone is cooking for dinner.,0.14192107807240215,1.0,1.0668145221569458
737,replace_relation,incongruent,Someone is cooking a vegtable stir fry for dinner,Someone is eating a vegetable stir fry for dinner.,A stir fry of vegetables is being cooked by someone is cooking for dinner.,Someone is cooking a vegtable stir fry for dinner,Someone is cooking a vegtable stir fry for dinner,Someone is cooking a vegtable stir fry for dinner,Someone is eating a vegetable stir fry for dinner.,Someone is eating a vegetable stir fry for dinner.,0.15214773047808638,1.0,1.0840195811970137
1103,replace_relation,congruent,A person in a black snow suit on a pair of skis in the snow.,A person on a pair of skis in the snow is wearing a black snow suit.,A person in a black snow suit near a pair of skis in the snow.,A person in a black snow suit on a pair of skis in the snow.,A person in a black snow suit on a pair of skis in the snow.,A person in a black snow suit on a pair of skis in the snow.,A person on a pair of skis in the snow is wearing a black snow suit.,A person on a pair of skis in the snow is wearing a black snow suit.,0.10825629972011802,1.0,1.0247193650487292
1103,replace_relation,incongruent,A person in a black snow suit on a pair of skis in the snow.,A person in a black snow suit near a pair of skis in the snow.,A person on a pair of skis in the snow is wearing a black snow suit.,A person in a black snow suit on a pair of skis in the snow.,A person in a black snow suit on a pair of skis in the snow.,A person in a black snow suit near a pair of skis in the snow.,A person in a black snow suit near a pair of skis in the snow.,A person in a black snow suit near a pair of skis in the snow.,0.1175923518888331,1.0,1.033616851941985
756,replace_relation,congruent,A person flying a kite with two strings on a beach.,"On a beach, a person is flying a kite with two strings.",A person is searching for his lost kite with two strings on a beach.,A person flying a kite with two strings on a beach.,A person flying a kite with two strings on a beach.,A person flying a kite with two strings on a beach.,"On a beach, a person is flying a kite with two strings.","On a beach, a person is flying a kite with two strings.",0.0975044503744968,1.0,1.0168167635372927
756,replace_relation,incongruent,A person flying a kite with two strings on a beach.,A person is searching for his lost kite with two strings on a beach.,"On a beach, a person is flying a kite with two strings.",A person flying a kite with two strings on a beach.,A person flying a kite with two strings on a beach.,A person flying a kite with two strings on a beach.,A person is searching for his lost kite with two strings on a beach.,A person is searching for his lost kite with two strings on a beach.,0.19926612298493604,1.0,1.172034243850282
434,replace_relation,congruent,Two adult pheasants walking slowly across a street,Two adult pheasants are slowly walking across the street.,Two adult pheasants flying slowly across a street.,Two adult pheasants walking slowly across a street,Two adult pheasants walking slowly across a street,Two adult pheasants are slowly walking across the street.,Two adult pheasants are slowly walking across the street.,Two adult pheasants are slowly walking across the street.,0.08286652337599831,1.0,1.0089622058904306
434,replace_relation,incongruent,Two adult pheasants walking slowly across a street,Two adult pheasants flying slowly across a street.,Two adult pheasants are slowly walking across the street.,Two adult pheasants walking slowly across a street,Two adult pheasants walking slowly across a street,Two adult pheasants flying slowly across a street.,Two adult pheasants flying slowly across a street.,Two adult pheasants flying slowly across a street.,0.13237537966472024,1.0,1.0517769571118374
1240,replace_relation,congruent,A person wearing an orange shirt on some grass,The person on some grass is in an orange shirt.,A person holding an orange shirt on some grass.,A person wearing an orange shirt on some grass,A person wearing an orange shirt on some grass,A person wearing an orange shirt on some grass,The person on some grass is in an orange shirt.,The person on some grass is in an orange shirt.,0.11305071358905978,1.0,1.029666357493459
1240,replace_relation,incongruent,A person wearing an orange shirt on some grass,A person holding an orange shirt on some grass.,The person on some grass is in an orange shirt.,A person wearing an orange shirt on some grass,A person wearing an orange shirt on some grass,A person holding an orange shirt on some grass.,A person holding an orange shirt on some grass.,A person holding an orange shirt on some grass.,0.13829161249790534,1.0,1.060507401538562
1042,replace_relation,congruent,Several refrigerators are lined up by a wall.,Multiple refrigerators are aligned against the wall.,Several refrigerators are sprawled across a wall.,Several refrigerators are lined up by a wall.,Several refrigerators are lined up by a wall.,Multiple refrigerators are aligned against the wall.,Multiple refrigerators are aligned against the wall.,Multiple refrigerators are aligned against the wall.,0.1309320929806361,1.0,1.0508816682260447
1042,replace_relation,incongruent,Several refrigerators are lined up by a wall.,Several refrigerators are sprawled across a wall.,Multiple refrigerators are aligned against the wall.,Several refrigerators are lined up by a wall.,Several refrigerators are lined up by a wall.,Several refrigerators are lined up by a wall.,Several refrigerators are sprawled across a wall.,Several refrigerators are sprawled across a wall.,0.14204430470823506,1.0,1.0673948852665098
126,replace_relation,congruent,Several people can be seen at the crest of the mountain.,many individuals are visible at the summit of the mountain.,Several people can be seen at the base of the mountain.,Several people can be seen at the crest of the mountain.,Several people can be seen at the crest of the mountain.,Several people can be seen at the crest of the mountain.,many individuals are visible at the summit of the mountain.,many individuals are visible at the summit of the mountain.,0.18486847172127382,1.0,1.1502374785802587
126,replace_relation,incongruent,Several people can be seen at the crest of the mountain.,Several people can be seen at the base of the mountain.,many individuals are visible at the summit of the mountain.,Several people can be seen at the crest of the mountain.,Several people can be seen at the crest of the mountain.,Several people can be seen at the base of the mountain.,Several people can be seen at the base of the mountain.,Several people can be seen at the base of the mountain.,0.17541990328699886,1.0,1.1298975887780498
404,replace_relation,congruent,A person holding a piece of food in front of a cafe.,"In front of a cafe, a person is holding a piece of food.",A person eating a piece of food in front of a cafe.,A person holding a piece of food in front of a cafe.,A person holding a piece of food in front of a cafe.,A person holding a piece of food in front of a cafe.,"In front of a cafe, a person is holding a piece of food.","In front of a cafe, a person is holding a piece of food.",0.12399706488085988,1.0,1.041687956017937
404,replace_relation,incongruent,A person holding a piece of food in front of a cafe.,A person eating a piece of food in front of a cafe.,"In front of a cafe, a person is holding a piece of food.",A person holding a piece of food in front of a cafe.,A person holding a piece of food in front of a cafe.,A person eating a piece of food in front of a cafe.,A person eating a piece of food in front of a cafe.,A person eating a piece of food in front of a cafe.,0.15487326306145327,1.0,1.0886641855882027
471,replace_relation,congruent,A triple decker sandwich is sitting on a desk.,The desk is positioned below the triple decker sandwich.,A triple decker sandwich is sitting beside a desk.,A triple decker sandwich is sitting on a desk.,A triple decker sandwich is sitting on a desk.,A triple decker sandwich is sitting on a desk.,The desk is positioned below the triple decker sandwich.,The desk is positioned below the triple decker sandwich.,0.17005283712472283,1.0,1.1129220432522458
471,replace_relation,incongruent,A triple decker sandwich is sitting on a desk.,A triple decker sandwich is sitting beside a desk.,The desk is positioned below the triple decker sandwich.,A triple decker sandwich is sitting on a desk.,A triple decker sandwich is sitting on a desk.,A triple decker sandwich is sitting beside a desk.,A triple decker sandwich is sitting beside a desk.,A triple decker sandwich is sitting beside a desk.,0.0622118254420381,1.0,1.0028804571045322
725,replace_relation,congruent,"A collection of sinks, and basins are on display.",A set of sinks and basins are being displayed.,A collection of sinks and basins are thrown away.,"A collection of sinks, and basins are on display.","A collection of sinks, and basins are on display.","A collection of sinks, and basins are on display.",A set of sinks and basins are being displayed.,A set of sinks and basins are being displayed.,0.10968566895442876,1.0,1.026285172385748
725,replace_relation,incongruent,"A collection of sinks, and basins are on display.",A collection of sinks and basins are thrown away.,A set of sinks and basins are being displayed.,"A collection of sinks, and basins are on display.","A collection of sinks, and basins are on display.",A collection of sinks and basins are thrown away.,A collection of sinks and basins are thrown away.,A collection of sinks and basins are thrown away.,0.18997185142338677,1.0,1.1540543953928537
1106,replace_relation,congruent,A group of people standing near the motorcycles on the street.,A bunch of people on the street stand close to the motorcycles.,A group of people riding motorcycles on the street.,A group of people standing near the motorcycles on the street.,A group of people standing near the motorcycles on the street.,A bunch of people on the street stand close to the motorcycles.,A bunch of people on the street stand close to the motorcycles.,A bunch of people on the street stand close to the motorcycles.,0.18868145840590184,1.0,1.1543258664961762
1106,replace_relation,incongruent,A group of people standing near the motorcycles on the street.,A group of people riding motorcycles on the street.,A bunch of people on the street stand close to the motorcycles.,A group of people standing near the motorcycles on the street.,A group of people standing near the motorcycles on the street.,A group of people riding motorcycles on the street.,A group of people riding motorcycles on the street.,A group of people riding motorcycles on the street.,0.202983236794851,1.0,1.1846129579099183
1198,replace_relation,congruent,An airplane is letting off white smoke against a blue sky.,An airplane in the blue sky is emitting white smoke.,An airplane is flying over a blue sky.,An airplane is letting off white smoke against a blue sky.,An airplane is letting off white smoke against a blue sky.,An airplane in the blue sky is emitting white smoke.,An airplane in the blue sky is emitting white smoke.,An airplane in the blue sky is emitting white smoke.,0.1402498381953423,1.0,1.0633216649398967
1198,replace_relation,incongruent,An airplane is letting off white smoke against a blue sky.,An airplane is flying over a blue sky.,An airplane in the blue sky is emitting white smoke.,An airplane is letting off white smoke against a blue sky.,An airplane is letting off white smoke against a blue sky.,An airplane is flying over a blue sky.,An airplane is flying over a blue sky.,An airplane is flying over a blue sky.,0.2482672253277931,1.0,1.2816709416873793
657,replace_relation,congruent,A group of zebras stand in front of a group of trees.,A group of trees stands behind a group of zebras.,A group of zebras roam around a group of trees.,A group of zebras stand in front of a group of trees.,A group of zebras stand in front of a group of trees.,A group of trees stands behind a group of zebras.,A group of trees stands behind a group of zebras.,A group of trees stands behind a group of zebras.,0.15337206614598306,1.0,1.0856824118805033
657,replace_relation,incongruent,A group of zebras stand in front of a group of trees.,A group of zebras roam around a group of trees.,A group of trees stands behind a group of zebras.,A group of zebras stand in front of a group of trees.,A group of zebras stand in front of a group of trees.,A group of zebras roam around a group of trees.,A group of zebras roam around a group of trees.,A group of zebras roam around a group of trees.,0.1667964766813766,1.0,1.1109964106273966
855,replace_relation,congruent,This is a broccoli carrot soup with a lot of broth.,This soup containing broccoli and carrot has a lot of broth.,This is a broccoli carrot soup without a lot of broth.,This is a broccoli carrot soup with a lot of broth.,This is a broccoli carrot soup with a lot of broth.,This is a broccoli carrot soup with a lot of broth.,This soup containing broccoli and carrot has a lot of broth.,This soup containing broccoli and carrot has a lot of broth.,0.12121103599678174,1.0,1.0377988695770823
855,replace_relation,incongruent,This is a broccoli carrot soup with a lot of broth.,This is a broccoli carrot soup without a lot of broth.,This soup containing broccoli and carrot has a lot of broth.,This is a broccoli carrot soup with a lot of broth.,This is a broccoli carrot soup with a lot of broth.,This is a broccoli carrot soup with a lot of broth.,This is a broccoli carrot soup without a lot of broth.,This is a broccoli carrot soup without a lot of broth.,0.155257022124813,1.0,1.0875379790033797
1039,replace_relation,congruent,Two people are holding phones together to create a linking .,A couple of individuals are creating a linking connection by holding phones together.,"Two men are dropping phones, causing them to unlink.",Two people are holding phones together to create a linking .,Two people are holding phones together to create a linking .,A couple of individuals are creating a linking connection by holding phones together.,A couple of individuals are creating a linking connection by holding phones together.,A couple of individuals are creating a linking connection by holding phones together.,0.14459392703898818,1.0,1.0701469858383406
1039,replace_relation,incongruent,Two people are holding phones together to create a linking .,"Two men are dropping phones, causing them to unlink.",A couple of individuals are creating a linking connection by holding phones together.,Two people are holding phones together to create a linking .,Two people are holding phones together to create a linking .,"Two men are dropping phones, causing them to unlink.","Two men are dropping phones, causing them to unlink.","Two men are dropping phones, causing them to unlink.",0.2706106579593637,1.0,1.32431638881492
1378,replace_relation,congruent,A close up of two cell phones near one another,A close-up view of two cell phones that are positioned close to each other.,A close up of two cell phones far from one another.,A close up of two cell phones near one another,A close up of two cell phones near one another,A close up of two cell phones near one another,A close-up view of two cell phones that are positioned close to each other.,A close-up view of two cell phones that are positioned close to each other.,0.1231502588211394,1.0,1.0406907374314656
1378,replace_relation,incongruent,A close up of two cell phones near one another,A close up of two cell phones far from one another.,A close-up view of two cell phones that are positioned close to each other.,A close up of two cell phones near one another,A close up of two cell phones near one another,A close up of two cell phones far from one another.,A close up of two cell phones far from one another.,A close up of two cell phones far from one another.,0.16815017704593627,1.0,1.1154441484805124
1292,replace_relation,congruent,A person standing on a lush green field under a kite.,A kite is flying above a person standing on a lush green field.,A person running on a lush green field under a kite.,A person standing on a lush green field under a kite.,A person standing on a lush green field under a kite.,A kite is flying above a person standing on a lush green field.,A kite is flying above a person standing on a lush green field.,A kite is flying above a person standing on a lush green field.,0.15156248466638433,1.0,1.0811984734999636
1292,replace_relation,incongruent,A person standing on a lush green field under a kite.,A person running on a lush green field under a kite.,A kite is flying above a person standing on a lush green field.,A person standing on a lush green field under a kite.,A person standing on a lush green field under a kite.,A person running on a lush green field under a kite.,A person running on a lush green field under a kite.,A person running on a lush green field under a kite.,0.14867423671993402,1.0,1.0762190451191758
629,replace_relation,congruent,A white toilet sitting in a bathroom next to a shower.,A white toilet is located in the bathroom next to the shower.,A white toilet flushing in a bathroom next to a shower.,A white toilet sitting in a bathroom next to a shower.,A white toilet sitting in a bathroom next to a shower.,A white toilet is located in the bathroom next to the shower.,A white toilet is located in the bathroom next to the shower.,A white toilet is located in the bathroom next to the shower.,0.13378405060074736,1.0,1.0549221343341617
629,replace_relation,incongruent,A white toilet sitting in a bathroom next to a shower.,A white toilet flushing in a bathroom next to a shower.,A white toilet is located in the bathroom next to the shower.,A white toilet sitting in a bathroom next to a shower.,A white toilet sitting in a bathroom next to a shower.,A white toilet flushing in a bathroom next to a shower.,A white toilet flushing in a bathroom next to a shower.,A white toilet flushing in a bathroom next to a shower.,0.14142755328338572,1.0,1.0665116081492587
352,replace_relation,congruent,A group of sheep grazing in a grassy valley.,A herd of sheep are grazing in a valley full of grass.,A group of sheep sleeping in a grassy valley.,A group of sheep grazing in a grassy valley.,A group of sheep grazing in a grassy valley.,A group of sheep grazing in a grassy valley.,A herd of sheep are grazing in a valley full of grass.,A herd of sheep are grazing in a valley full of grass.,0.1569468066401711,1.0,1.0904326865433303
352,replace_relation,incongruent,A group of sheep grazing in a grassy valley.,A group of sheep sleeping in a grassy valley.,A herd of sheep are grazing in a valley full of grass.,A group of sheep grazing in a grassy valley.,A group of sheep grazing in a grassy valley.,A group of sheep grazing in a grassy valley.,A group of sheep sleeping in a grassy valley.,A group of sheep sleeping in a grassy valley.,0.12906292573416275,1.0,1.0473568890274163
311,replace_relation,congruent,Two little bears sitting on a weathered wood chair.,"On a weathered wood chair, two little bears are sitting. ",Two little bears climbing on a weathered wood chair.,Two little bears sitting on a weathered wood chair.,Two little bears sitting on a weathered wood chair.,"On a weathered wood chair, two little bears are sitting. ","On a weathered wood chair, two little bears are sitting. ","On a weathered wood chair, two little bears are sitting. ",0.11749775906127741,1.0,1.0333905493423088
311,replace_relation,incongruent,Two little bears sitting on a weathered wood chair.,Two little bears climbing on a weathered wood chair.,"On a weathered wood chair, two little bears are sitting. ",Two little bears sitting on a weathered wood chair.,Two little bears sitting on a weathered wood chair.,Two little bears climbing on a weathered wood chair.,Two little bears climbing on a weathered wood chair.,Two little bears climbing on a weathered wood chair.,0.11395081006716051,1.0,1.029825313209415
160,replace_relation,congruent,A person holding a surfboard walking on a beach next to the ocean.,An individual with a surfboard is strolling along a ocean beach.,A person holding a surfboard sitting on a beach next to the ocean.,A person holding a surfboard walking on a beach next to the ocean.,A person holding a surfboard walking on a beach next to the ocean.,A person holding a surfboard walking on a beach next to the ocean.,An individual with a surfboard is strolling along a ocean beach.,An individual with a surfboard is strolling along a ocean beach.,0.20698310569045517,1.0,1.2000158501355989
